ticket_id,customer_id,product_id,created_at,closed_at,status,priority,channel,root_cause,description
225,389,3,19/12/2023 10:26,19/12/2023 10:26,resolved,high,email,UI Bug,Customer reported issue related to ui bug on dBank Savings.
226,393,7,28/3/2025 10:39,22/4/2025 10:39,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
227,288,7,9/2/2024 9:05,3/3/2024 9:05,resolved,medium,web,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
228,217,4,13/6/2024 22:19,,pending,low,call,UI Bug,Customer reported issue related to ui bug on dBank Lending.
229,437,2,6/7/2023 4:58,26/7/2023 4:58,resolved,medium,call,User Error,Customer reported issue related to user error on dBank Wallet.
230,252,4,25/11/2023 0:42,12/12/2023 0:42,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Lending.
231,65,8,14/1/2025 0:17,18/1/2025 0:17,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
232,403,8,16/1/2024 16:52,17/1/2024 16:52,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
233,398,7,15/3/2023 19:46,21/3/2023 19:46,resolved,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
234,394,4,30/1/2024 16:07,31/1/2024 16:07,closed,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
235,107,8,3/2/2024 11:21,,open,medium,app,User Error,Customer reported issue related to user error on dBank Rewards.
236,282,9,6/5/2023 9:13,15/5/2023 9:13,closed,low,app,Data Sync,Customer reported issue related to data sync on dBank Insights.
237,112,2,30/8/2023 23:02,30/8/2023 23:02,closed,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
238,125,1,19/9/2025 1:31,11/10/2025 1:31,resolved,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Core.
239,46,4,11/6/2023 18:12,30/6/2023 18:12,resolved,high,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
240,331,3,19/12/2024 19:31,,open,low,call,Third-Party API,Customer reported issue related to third-party api on dBank Savings.
241,404,6,4/4/2025 15:58,4/4/2025 15:58,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
242,21,8,24/12/2024 15:55,10/1/2025 15:55,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
243,166,8,9/10/2023 21:47,,open,low,web,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
244,420,5,8/7/2024 13:21,1/8/2024 13:21,resolved,medium,app,Fraud,Customer reported issue related to fraud on dBank Merchant.
245,187,10,2/9/2023 11:40,23/9/2023 11:40,resolved,low,email,User Error,Customer reported issue related to user error on dBank Pay.
246,79,10,17/10/2023 11:44,27/10/2023 11:44,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
247,481,3,2/7/2023 1:08,17/7/2023 1:08,closed,low,email,User Error,Customer reported issue related to user error on dBank Savings.
248,270,10,19/12/2024 21:29,30/12/2024 21:29,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
249,472,4,2/11/2024 17:53,,open,low,app,UI Bug,Customer reported issue related to ui bug on dBank Lending.
250,381,7,21/4/2025 13:26,,open,medium,call,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
251,376,2,4/5/2025 11:03,10/5/2025 11:03,closed,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
252,98,4,22/6/2024 23:54,12/7/2024 23:54,closed,low,email,User Error,Customer reported issue related to user error on dBank Lending.
253,393,10,2/1/2024 16:42,15/1/2024 16:42,closed,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Pay.
254,259,6,4/11/2024 5:45,23/11/2024 5:45,resolved,high,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Mobile App.
255,167,6,27/2/2024 23:03,21/3/2024 23:03,resolved,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
256,282,5,4/1/2024 16:28,16/1/2024 16:28,closed,medium,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
257,266,3,30/6/2025 10:59,7/7/2025 10:59,closed,medium,app,User Error,Customer reported issue related to user error on dBank Savings.
258,483,5,30/7/2025 20:09,17/8/2025 20:09,closed,low,email,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
259,71,5,11/1/2024 21:11,19/1/2024 21:11,resolved,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
260,112,2,10/1/2025 11:49,,open,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
261,154,1,18/1/2025 20:58,11/2/2025 20:58,closed,high,call,UI Bug,Customer reported issue related to ui bug on dBank Core.
262,419,7,2/3/2024 4:23,,open,medium,app,Fraud,Customer reported issue related to fraud on dBank API Gateway.
263,324,7,25/2/2023 11:05,7/3/2023 11:05,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
264,345,7,21/9/2025 16:13,,open,low,call,User Error,Customer reported issue related to user error on dBank API Gateway.
265,76,3,11/12/2023 3:00,3/1/2024 3:00,closed,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
266,257,7,3/3/2025 4:44,,pending,low,email,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
267,293,4,28/7/2024 22:25,,open,low,call,User Error,Customer reported issue related to user error on dBank Lending.
268,166,10,2/4/2023 4:05,15/4/2023 4:05,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Pay.
269,336,1,27/2/2025 11:05,10/3/2025 11:05,resolved,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
270,419,4,24/7/2023 13:36,16/8/2023 13:36,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
271,318,3,8/6/2025 10:28,30/6/2025 10:28,closed,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
272,108,9,5/8/2023 7:25,29/8/2023 7:25,resolved,low,web,User Error,Customer reported issue related to user error on dBank Insights.
273,343,1,21/1/2024 21:13,,open,low,app,UI Bug,Customer reported issue related to ui bug on dBank Core.
274,405,10,5/10/2023 1:55,4/11/2023 1:55,closed,low,call,User Error,Customer reported issue related to user error on dBank Pay.
275,468,6,4/6/2025 3:55,1/7/2025 3:55,resolved,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Mobile App.
276,364,2,14/7/2025 11:29,2/8/2025 11:29,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
277,365,1,10/2/2023 9:00,,pending,low,email,User Error,Customer reported issue related to user error on dBank Core.
278,10,6,1/12/2024 12:48,10/12/2024 12:48,closed,high,call,User Error,Customer reported issue related to user error on dBank Mobile App.
279,321,5,18/6/2025 14:05,,open,high,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
280,175,7,3/11/2024 4:59,15/11/2024 4:59,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
281,160,10,4/12/2023 16:21,10/12/2023 16:21,closed,low,web,Data Sync,Customer reported issue related to data sync on dBank Pay.
282,159,9,20/7/2025 4:55,18/8/2025 4:55,closed,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Insights.
283,286,9,29/8/2025 4:18,24/9/2025 4:18,closed,medium,call,Data Sync,Customer reported issue related to data sync on dBank Insights.
284,212,7,7/11/2023 16:07,3/12/2023 16:07,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
285,95,1,19/2/2025 22:16,10/3/2025 22:16,closed,low,web,User Error,Customer reported issue related to user error on dBank Core.
286,184,2,5/12/2024 17:21,1/1/2025 17:21,resolved,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
287,199,8,30/4/2024 5:00,7/5/2024 5:00,closed,low,app,Data Sync,Customer reported issue related to data sync on dBank Rewards.
288,487,7,16/8/2023 7:23,,open,low,email,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
289,251,6,6/6/2025 16:39,,pending,low,app,Fraud,Customer reported issue related to fraud on dBank Mobile App.
290,423,7,7/1/2025 11:23,6/2/2025 11:23,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
291,450,1,17/6/2025 8:56,29/6/2025 8:56,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
292,226,7,24/6/2025 11:05,,pending,low,email,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
293,471,1,7/12/2024 18:49,,pending,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
294,257,2,4/7/2023 21:18,,open,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
295,92,8,27/8/2024 7:21,,open,low,web,User Error,Customer reported issue related to user error on dBank Rewards.
296,64,2,27/4/2023 16:21,29/4/2023 16:21,resolved,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
297,195,1,25/2/2025 6:13,,open,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
298,365,1,5/3/2024 11:12,29/3/2024 11:12,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
299,68,4,4/1/2023 22:40,,open,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
300,3,10,22/6/2025 17:57,10/7/2025 17:57,resolved,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
301,308,1,8/9/2023 19:55,28/9/2023 19:55,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
302,179,1,29/5/2023 1:10,24/6/2023 1:10,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
303,214,3,15/6/2023 10:21,7/7/2023 10:21,closed,high,call,Data Sync,Customer reported issue related to data sync on dBank Savings.
304,48,5,27/11/2023 13:25,,open,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
305,69,2,12/12/2024 9:59,25/12/2024 9:59,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
306,374,9,31/3/2023 17:36,19/4/2023 17:36,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Insights.
307,295,10,29/12/2023 4:43,13/1/2024 4:43,resolved,low,web,Data Sync,Customer reported issue related to data sync on dBank Pay.
308,120,5,29/9/2025 7:02,29/9/2025 7:02,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Merchant.
309,107,10,29/2/2024 15:04,11/3/2024 15:04,closed,low,web,User Error,Customer reported issue related to user error on dBank Pay.
310,131,2,12/11/2023 10:55,22/11/2023 10:55,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
311,371,10,22/9/2024 1:03,,open,low,call,Data Sync,Customer reported issue related to data sync on dBank Pay.
312,246,8,27/3/2025 1:17,11/4/2025 1:17,closed,medium,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
313,417,7,8/8/2025 2:02,,pending,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
314,10,4,14/8/2024 12:04,,pending,low,web,UI Bug,Customer reported issue related to ui bug on dBank Lending.
315,16,6,20/1/2024 22:48,25/1/2024 22:48,resolved,low,app,Data Sync,Customer reported issue related to data sync on dBank Mobile App.
316,385,5,23/12/2024 11:27,31/12/2024 11:27,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
317,425,5,10/8/2023 19:07,13/8/2023 19:07,resolved,medium,web,Data Sync,Customer reported issue related to data sync on dBank Merchant.
318,228,9,26/1/2023 17:34,,open,low,email,User Error,Customer reported issue related to user error on dBank Insights.
319,269,5,5/3/2025 11:55,1/4/2025 11:55,closed,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
320,19,8,1/2/2024 19:01,10/2/2024 19:01,closed,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
321,456,1,16/4/2023 18:57,,pending,low,call,Fraud,Customer reported issue related to fraud on dBank Core.
322,108,6,25/7/2023 7:00,11/8/2023 7:00,resolved,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
323,81,5,28/4/2023 0:33,,open,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
324,139,3,23/8/2025 10:18,28/8/2025 10:18,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
325,26,3,30/1/2023 17:08,,open,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
326,201,3,22/12/2024 21:42,,pending,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Savings.
327,102,9,22/3/2023 16:57,24/3/2023 16:57,resolved,low,call,User Error,Customer reported issue related to user error on dBank Insights.
328,364,8,26/4/2024 8:26,,open,medium,call,Data Sync,Customer reported issue related to data sync on dBank Rewards.
329,201,3,17/12/2024 12:01,,pending,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
330,58,6,5/5/2024 16:47,,pending,medium,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Mobile App.
331,208,2,30/11/2023 20:14,25/12/2023 20:14,resolved,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
332,123,10,7/9/2023 19:57,22/9/2023 19:57,resolved,low,web,User Error,Customer reported issue related to user error on dBank Pay.
333,303,7,14/3/2025 15:51,24/3/2025 15:51,closed,low,app,User Error,Customer reported issue related to user error on dBank API Gateway.
334,365,10,6/5/2025 17:43,25/5/2025 17:43,resolved,low,app,User Error,Customer reported issue related to user error on dBank Pay.
335,91,5,5/9/2025 14:46,8/9/2025 14:46,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
336,419,3,27/6/2025 21:08,,open,medium,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
337,150,7,22/9/2024 21:02,28/9/2024 21:02,resolved,low,call,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
338,480,7,5/1/2025 12:32,,open,medium,email,User Error,Customer reported issue related to user error on dBank API Gateway.
339,437,5,5/3/2023 13:26,,open,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
340,145,1,29/8/2023 15:43,10/9/2023 15:43,resolved,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Core.
